match,player_name,player_team,line,over_price,under_price,market,agency
Barbados Royals v Antigua and Barbuda Falcons,Kofi James,Antigua and Barbuda Falcons,69.5,7,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,9.5,1.25,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,19.5,1.57,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,26.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,29.5,1.9,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,49.5,3.4,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Quinton de Kock,Barbados Royals,69.5,4.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,9.5,1.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,18.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,19.5,1.72,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,29.5,2.25,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,49.5,4.33,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Rahkeem Cornwall,Barbados Royals,69.5,6,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,9.5,1.36,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,19.5,1.8,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,20.5,1.83,1.83,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,29.5,2.37,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,49.5,4.5,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,SSJ Brooks,Barbados Royals,69.5,9,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,9.5,1.3,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,19.5,2,1.72,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,19.5,2,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,29.5,2.1,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,49.5,4,NA,Player Runs,Bet365
Barbados Royals v Antigua and Barbuda Falcons,Sam Billings,Antigua and Barbuda Falcons,69.5,8,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,9.5,1.33,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,19.5,1.72,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,21.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,29.5,2.25,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,49.5,4,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Andre Fletcher,St Kitts and Nevis Patriots,69.5,6,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,9.5,1.3,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,19.5,1.66,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,24.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,29.5,2.1,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,49.5,3.5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Evin Lewis,St Kitts and Nevis Patriots,69.5,5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Faf du Plessis,St Lucia Kings,9.5,1.3,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Faf du Plessis,St Lucia Kings,19.5,1.66,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Faf du Plessis,St Lucia Kings,24.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Faf du Plessis,St Lucia Kings,29.5,2.1,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Faf du Plessis,St Lucia Kings,49.5,3.5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Faf du Plessis,St Lucia Kings,69.5,5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Johnson Charles,St Lucia Kings,9.5,1.33,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Johnson Charles,St Lucia Kings,19.5,1.72,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Johnson Charles,St Lucia Kings,22.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Johnson Charles,St Lucia Kings,29.5,2.2,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Johnson Charles,St Lucia Kings,49.5,4,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Johnson Charles,St Lucia Kings,69.5,5.5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,9.5,1.3,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,19.5,1.66,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,23.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,29.5,2.1,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,49.5,4,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Kyle Mayers,St Kitts and Nevis Patriots,69.5,5.5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Bhanuka Rajapaksa,St Lucia Kings,9.5,1.33,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Bhanuka Rajapaksa,St Lucia Kings,19.5,1.72,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Bhanuka Rajapaksa,St Lucia Kings,21.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Bhanuka Rajapaksa,St Lucia Kings,29.5,2.25,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Bhanuka Rajapaksa,St Lucia Kings,49.5,5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Bhanuka Rajapaksa,St Lucia Kings,69.5,15,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,RL Chase,St Lucia Kings,9.5,1.4,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,RL Chase,St Lucia Kings,18.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,RL Chase,St Lucia Kings,19.5,1.9,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,RL Chase,St Lucia Kings,29.5,2.62,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,RL Chase,St Lucia Kings,49.5,4.5,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,RL Chase,St Lucia Kings,69.5,11,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,9.5,1.44,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,16.5,1.83,1.83,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,19.5,2,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,29.5,2.75,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,49.5,6,NA,Player Runs,Bet365
St Lucia Kings v St Kitts and Nevis Patriots,Wanindu Hasaranga,St Kitts and Nevis Patriots,69.5,15,NA,Player Runs,Bet365
