match,market,home_team,away_team,player_name,player_team,opposition_team,price,agency
South Africa v West Indies,Top Team Wicket Taker,South Africa,West Indies,Aaliyah Alleyne,WI,South Africa,7,TAB
South Africa v West Indies,Top Team Wicket Taker,South Africa,West Indies,Stafanie Taylor,WI,South Africa,7,TAB
South Africa v West Indies,Top Team Wicket Taker,South Africa,West Indies,Nerissa Crafton,WI,South Africa,7.5,TAB
South Africa v West Indies,Top Team Wicket Taker,South Africa,West Indies,Zaida James,WI,South Africa,11,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Deepti Sharma,Ind,India,3.8,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Shreyanka Patil,Ind,India,4,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Radha Yadav,Ind,India,4.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Renuka Singh,Ind,India,4.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Arundhati Reddy,Ind,India,5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Pooja Vastrakar,Ind,India,5.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Asha Sobhana,Ind,India,5.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Sajeevan Sajana,Ind,India,10,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Dayalan Hemalatha,Ind,India,15,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Harmanpreet Kaur,Ind,India,15,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Shafali Verma,Ind,India,21,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Amelia Kerr,NZ,India,3.8,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Eden Carson,NZ,India,5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Leigh Kasperek,NZ,India,5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Sophie Devine,NZ,India,5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Lea Tahuhu,NZ,India,5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Fran Jonas,NZ,India,5.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Jess Kerr,NZ,India,5.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Molly Penfold,NZ,India,6,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Hannah Rowe,NZ,India,6,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Rosemary Mair,NZ,India,6.5,TAB
India v New Zealand,Top Team Wicket Taker,India,New Zealand,Brooke Halliday,NZ,India,8.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,4.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,4.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,6,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,6,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,6.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,7,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,8,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,8.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,8.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Australia,NA,NA,10,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Inoka Ranaweera,SL,Australia,4.2,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Udeshika Prabodhani,SL,Australia,4.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Inoshi Priyadharshani,SL,Australia,5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Chamari Athapaththu,SL,Australia,5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Sugandika Kumari,SL,Australia,5.5,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Kavisha Dilhari,SL,Australia,6,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Sachini Nisansala,SL,Australia,6,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Shashini Gimhani,SL,Australia,6,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Ama Kanchana,SL,Australia,6,TAB
Australia v Sri Lanka,Top Team Wicket Taker,Australia,Sri Lanka,Achini Kulasuriya,SL,Australia,7,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Nahida Akter,Ban,Bangladesh,4,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Rabeya Khan,Ban,Bangladesh,4.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Marufa Akter,Ban,Bangladesh,5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Disha Biswas,Ban,Bangladesh,5.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Jahanara Alam,Ban,Bangladesh,5.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sultana Khatun,Ban,Bangladesh,5.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Ritu Moni,Ban,Bangladesh,5.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Fahima Khatun,Ban,Bangladesh,5.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Shorna Akter,Ban,Bangladesh,5.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sophie Ecclestone,Eng,Bangladesh,3.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sarah Glenn,Eng,Bangladesh,3.8,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Lauren Bell,Eng,Bangladesh,4.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Nat Sciver-Brunt,Eng,Bangladesh,5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Linsey Smith,Eng,Bangladesh,5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Charlie Dean,Eng,Bangladesh,5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Danielle Gibson,Eng,Bangladesh,6,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Freya Kemp,Eng,Bangladesh,6.5,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Alice Capsey,Eng,Bangladesh,12,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Sophia Dunkley,Eng,Bangladesh,15,TAB
Bangladesh v England,Top Team Wicket Taker,Bangladesh,England,Heather Knight,Eng,Bangladesh,17,TAB
