match,market,home_team,away_team,player_name,player_team,opposition_team,price
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Matheesha Pathirana,Colombo Strikers,Kandy Falcons,4
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Binura Fernando,Colombo Strikers,Kandy Falcons,5.2
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Dunith Nethmika Wellalage,Colombo Strikers,Kandy Falcons,5.6
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Allah Mohammad Ghazanfar,Colombo Strikers,Kandy Falcons,6.5
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Chamika Gunasekara,Colombo Strikers,Kandy Falcons,6.5
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Taskin Ahmed,Colombo Strikers,Kandy Falcons,6
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Thisara Perera,Colombo Strikers,Kandy Falcons,6
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Garuka Sanketh,Colombo Strikers,Kandy Falcons,7.25
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Chamika Karunaratne,Colombo Strikers,Kandy Falcons,9.5
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Isitha Wijesundera,Colombo Strikers,Kandy Falcons,10
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Eshan Malinga,Jaffna Kings,Galle Marvels,4.6
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Jason Behrendorff,Jaffna Kings,Galle Marvels,4.2
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Lahiru Samarakoon,Jaffna Kings,Galle Marvels,4.8
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Noor Ahmad,Jaffna Kings,Galle Marvels,4.8
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Tabraiz Shamsi,Jaffna Kings,Galle Marvels,4.2
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Azmatullah Omarzai,Jaffna Kings,Galle Marvels,5.5
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Dhananjaya de Silva,Jaffna Kings,Galle Marvels,5.6
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Nisala Tharaka,Jaffna Kings,Galle Marvels,5.5
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Pramod Madushan,Jaffna Kings,Galle Marvels,5.2
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Vijayakanth Viyaskanth,Jaffna Kings,Galle Marvels,5.8
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Wanuja Sahan Kumara,Jaffna Kings,Galle Marvels,5.5
Galle Marvels v Jaffna Kings,Top Team Wicket Taker,Galle Marvels,Jaffna Kings,Fabian Allen,Jaffna Kings,Galle Marvels,6.25
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Wanindu Hasaranga,Kandy Falcons,Colombo Strikers,3.6
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Dushmantha Chameera,Kandy Falcons,Colombo Strikers,4.1
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Kasun Rajitha,Kandy Falcons,Colombo Strikers,4.75
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Shoriful Islam,Kandy Falcons,Colombo Strikers,4.75
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Dasun Shanaka,Kandy Falcons,Colombo Strikers,5.4
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Mohammad Hasnain,Kandy Falcons,Colombo Strikers,5.3
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Chaturanga de Silva,Kandy Falcons,Colombo Strikers,6.25
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Chamath Gomez,Kandy Falcons,Colombo Strikers,7.5
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Kyle Mayers,Kandy Falcons,Colombo Strikers,7
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Ramesh Mendis,Kandy Falcons,Colombo Strikers,7.75
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Salman Ali Agha,Kandy Falcons,Colombo Strikers,7
Colombo Strikers v Kandy Falcons,Top Team Wicket Taker,Colombo Strikers,Kandy Falcons,Kamindu Mendis,Kandy Falcons,Colombo Strikers,9
