match,player_name,player_team,line,over_price,under_price,market,agency
Hobart Hurricanes v Sydney Thunder,Tim David,Hobart Hurricanes,69.5,29,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,A Carey,Adelaide Strikers,9.5,1.3,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,A Carey,Adelaide Strikers,19.5,1.66,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,A Carey,Adelaide Strikers,24.5,1.83,1.83,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,A Carey,Adelaide Strikers,29.5,2.1,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,A Carey,Adelaide Strikers,49.5,4,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,A Carey,Adelaide Strikers,69.5,5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,AI Ross,Adelaide Strikers,9.5,1.36,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,AI Ross,Adelaide Strikers,19.5,1.83,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,AI Ross,Adelaide Strikers,29.5,2.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,AI Ross,Adelaide Strikers,49.5,6.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,AI Ross,Adelaide Strikers,69.5,34,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Colin Munro,Brisbane Heat,9.5,1.36,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Colin Munro,Brisbane Heat,19.5,1.83,1.83,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Colin Munro,Brisbane Heat,19.5,1.83,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Colin Munro,Brisbane Heat,29.5,2.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Colin Munro,Brisbane Heat,49.5,4.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Colin Munro,Brisbane Heat,69.5,7,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Chris Lynn,Adelaide Strikers,9.5,1.33,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Chris Lynn,Adelaide Strikers,19.5,1.72,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Chris Lynn,Adelaide Strikers,22.5,1.83,1.83,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Chris Lynn,Adelaide Strikers,29.5,2.2,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Chris Lynn,Adelaide Strikers,49.5,4,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Chris Lynn,Adelaide Strikers,69.5,7,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,D'Arcy Short,Adelaide Strikers,9.5,1.33,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,D'Arcy Short,Adelaide Strikers,19.5,1.72,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,D'Arcy Short,Adelaide Strikers,21.5,1.83,1.83,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,D'Arcy Short,Adelaide Strikers,29.5,2.25,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,D'Arcy Short,Adelaide Strikers,49.5,4.33,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,D'Arcy Short,Adelaide Strikers,69.5,6,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Overton,Adelaide Strikers,9.5,1.44,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Overton,Adelaide Strikers,19.5,1.9,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Overton,Adelaide Strikers,29.5,3,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Overton,Adelaide Strikers,49.5,15,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Overton,Adelaide Strikers,69.5,51,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Wood,Brisbane Heat,9.5,1.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Wood,Brisbane Heat,15.5,1.83,1.83,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Wood,Brisbane Heat,19.5,2.1,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Wood,Brisbane Heat,29.5,3,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Wood,Brisbane Heat,49.5,6.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,J Wood,Brisbane Heat,69.5,11,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Max Bryant,Brisbane Heat,9.5,1.28,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Max Bryant,Brisbane Heat,19.5,1.57,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Max Bryant,Brisbane Heat,29.5,1.9,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Max Bryant,Brisbane Heat,49.5,3.25,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Max Bryant,Brisbane Heat,69.5,8,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,MT Renshaw,Brisbane Heat,9.5,1.28,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,MT Renshaw,Brisbane Heat,19.5,1.61,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,MT Renshaw,Brisbane Heat,29.5,2,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,MT Renshaw,Brisbane Heat,49.5,3.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,MT Renshaw,Brisbane Heat,69.5,5.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Nathan McSweeney,Brisbane Heat,9.5,1.33,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Nathan McSweeney,Brisbane Heat,19.5,1.72,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Nathan McSweeney,Brisbane Heat,21.5,1.83,1.83,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Nathan McSweeney,Brisbane Heat,29.5,2.25,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Nathan McSweeney,Brisbane Heat,49.5,4.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,Nathan McSweeney,Brisbane Heat,69.5,6,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,OJD Pope,Adelaide Strikers,9.5,1.33,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,OJD Pope,Adelaide Strikers,19.5,1.72,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,OJD Pope,Adelaide Strikers,29.5,2.25,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,OJD Pope,Adelaide Strikers,49.5,4.33,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,OJD Pope,Adelaide Strikers,69.5,15,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,TP Alsop,Brisbane Heat,9.5,1.3,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,TP Alsop,Brisbane Heat,19.5,1.66,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,TP Alsop,Brisbane Heat,29.5,2.1,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,TP Alsop,Brisbane Heat,49.5,4.5,NA,Player Runs,Bet365
Adelaide Strikers v Brisbane Heat,TP Alsop,Brisbane Heat,69.5,21,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Beau Webster,Melbourne Stars,9.5,1.36,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Beau Webster,Melbourne Stars,19.5,1.83,1.83,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Beau Webster,Melbourne Stars,19.5,1.83,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Beau Webster,Melbourne Stars,29.5,2.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Beau Webster,Melbourne Stars,49.5,5.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Beau Webster,Melbourne Stars,69.5,7,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Ben Duckett,Melbourne Stars,9.5,1.33,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Ben Duckett,Melbourne Stars,19.5,1.72,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Ben Duckett,Melbourne Stars,22.5,1.83,1.83,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Ben Duckett,Melbourne Stars,29.5,2.2,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Ben Duckett,Melbourne Stars,49.5,4.33,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Ben Duckett,Melbourne Stars,69.5,5.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,GJ Maxwell,Melbourne Stars,9.5,1.28,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,GJ Maxwell,Melbourne Stars,19.5,1.61,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,GJ Maxwell,Melbourne Stars,29.5,2,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,GJ Maxwell,Melbourne Stars,49.5,3.25,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,GJ Maxwell,Melbourne Stars,69.5,6,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Jake Fraser-McGurk,Melbourne Renegades,9.5,1.44,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Jake Fraser-McGurk,Melbourne Renegades,16.5,1.83,1.83,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Jake Fraser-McGurk,Melbourne Renegades,19.5,2,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Jake Fraser-McGurk,Melbourne Renegades,29.5,2.75,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Jake Fraser-McGurk,Melbourne Renegades,49.5,6.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Jake Fraser-McGurk,Melbourne Renegades,69.5,10,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JG Bethell,Melbourne Renegades,9.5,1.3,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JG Bethell,Melbourne Renegades,19.5,1.66,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JG Bethell,Melbourne Renegades,29.5,2.1,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JG Bethell,Melbourne Renegades,49.5,3.75,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JG Bethell,Melbourne Renegades,69.5,7,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JW Wells,Melbourne Renegades,9.5,1.4,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JW Wells,Melbourne Renegades,19.5,1.83,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JW Wells,Melbourne Renegades,29.5,2.62,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JW Wells,Melbourne Renegades,49.5,8,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,JW Wells,Melbourne Renegades,69.5,41,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Laurie Evans,Melbourne Renegades,9.5,1.3,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Laurie Evans,Melbourne Renegades,19.5,1.66,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Laurie Evans,Melbourne Renegades,29.5,2.1,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Laurie Evans,Melbourne Renegades,49.5,3.75,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Laurie Evans,Melbourne Renegades,69.5,13,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Marcus Stoinis,Melbourne Stars,9.5,1.28,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Marcus Stoinis,Melbourne Stars,19.5,1.61,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Marcus Stoinis,Melbourne Stars,29.5,2,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Marcus Stoinis,Melbourne Stars,49.5,3.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Marcus Stoinis,Melbourne Stars,69.5,11,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,MS Harris,Melbourne Renegades,9.5,1.4,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,MS Harris,Melbourne Renegades,16.5,1.72,2,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,MS Harris,Melbourne Renegades,19.5,1.9,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,MS Harris,Melbourne Renegades,29.5,2.62,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,MS Harris,Melbourne Renegades,49.5,5.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,MS Harris,Melbourne Renegades,69.5,8,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Sam Harper,Melbourne Stars,9.5,1.5,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Sam Harper,Melbourne Stars,15.5,1.83,1.83,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Sam Harper,Melbourne Stars,19.5,2.1,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Sam Harper,Melbourne Stars,29.5,3,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Sam Harper,Melbourne Stars,49.5,7,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Sam Harper,Melbourne Stars,69.5,11,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Tim Seifert,Melbourne Renegades,9.5,1.33,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Tim Seifert,Melbourne Renegades,19.5,1.72,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Tim Seifert,Melbourne Renegades,20.5,1.83,1.83,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Tim Seifert,Melbourne Renegades,29.5,2.25,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Tim Seifert,Melbourne Renegades,49.5,4.33,NA,Player Runs,Bet365
Melbourne Renegades v Melbourne Stars,Tim Seifert,Melbourne Renegades,69.5,6,NA,Player Runs,Bet365
